voltage,normalizedCapacity
1.50016833689592,7.1923659805683839e-08
1.50016833689592,1.0587625211000429e-06
1.4992142741021599,2.8701625511606821e-05
1.49520721036841,0.0001408641935639
1.4913909591934,0.00025303616232010001
1.4877655205771401,0.00036520347772810001
1.4841400819608801,0.0004773695240407
1.4805146433446199,0.00058953820255159997
1.47669839216961,0.00070170547095460003
1.47307295355336,0.0008138637616867
1.4694475149371,0.00092602825688329997
1.4658220763208401,0.0010382073701749
1.4620058251458301,0.0011503727584387001
1.4581895739708199,0.0012625421420005001
1.45456413535456,0.0013747094104049
1.45074788417955,0.0014868640818659
1.4471224455633001,0.0015990439942172
1.4433061943882901,0.0017112113096252001
1.4396807557720299,0.0018233749157940001
1.43586450459702,0.0019355465555246001
1.43223906598076,0.0020477126576401998
1.4284228148057501,0.0021598802080653999
1.4244157510719899,0.0022720473354600002
1.4211719375732399,0.0023842157060970999
1.4175464989569799,0.0024963762059956999
1.41373024778197,0.0026085352957876998
1.40991399660696,0.0027207176523211
1.40647937054945,0.0028328848267181002
1.40304474449195,0.0029450523301395
1.3994193058756901,0.0030572192995206998
1.3957938672594301,0.0031693769792078001
1.3919776160844199,0.0032815539773405002
1.38854299002691,0.0033937194059575002
1.38491755141065,0.0035058786837643
1.38148292535315,0.0036180538487590001
1.37785748673689,0.0037302213521817002
1.37442286067938,0.0038423860823952002
1.37117904718062,0.0039545558889889001
1.36774442112312,0.0040667232984042002
1.36430979506561,0.0041788907548220003
1.3608751690081,0.0042910423710557999
1.35744054295059,0.0044032252916306998
1.35400591689308,0.0045153840994018998
1.35076210339433,0.0046275599224465998
1.34751828989557,0.0047397272378545997
1.34408366383806,0.0048518946942723001
1.3408398503393,0.0049640618686693002
1.3374052242818,0.0050762290900699001
1.3345430359005399,0.0051883796722255
1.3312992224017799,0.0053005638148932999
1.3280554089030201,0.0054127260539214
1.3248115954042701,0.0055248969415955997
1.32175859446426,0.0056370657611161
1.31870559352425,0.0057492252739398996
1.3154617800255,0.0058613998878178997
1.3125995916442399,0.0059735670622148998
1.3095465907042301,0.0060857343306192002
1.30649358976423,0.0061978999539001002
1.30363140138297,0.0063100703157507
1.3005784004429599,0.0064222377251646999
1.2977162120617101,0.0065344043355201002
1.2946632111217,0.0066465719329489
1.29161021018169,0.0067587395773811999
1.28951127203544,0.0068709009233420002
1.28664908365418,0.0069830743022033003
1.2837868952729199,0.0070952412885869004
1.28111551945042,0.0072073935158658998
1.2784441436279099,0.0073195759194015003
1.27577276780541,0.0074317428716943997
