voltage,normalizedCapacity
3.03931351163002,0.0
3.2854140905917,0.00011062774247674355
3.39404964484244,0.00022127252985534954
3.46297308084335,0.0003319125633373026
3.49791210795738,0.000442553310468548
3.51223138136477,0.0005531984201309329
3.51891370895489,0.0006638377392451879
3.52273218186352,0.0007744779998784729
3.52502326560871,0.0008851201541614628
3.52674157841759,0.0009957615209857992
3.52769619664475,0.001106400145823289
3.52865081487191,0.0012170393208683517
3.52941450945364,0.0013276753754231016
3.52998728038993,0.001438315949207841
3.5303691276808,0.0015489538711005468
3.53075097497166,0.0016595956235782396
3.53113282226253,0.0017702338646731959
3.53132374590796,0.0018808694311092983
3.53170559319882,0.00199150546201941
3.53208744048968,0.0021021425399108374
3.53227836413512,0.002212774224060146
3.53246928778055,0.0023234099022130506
3.53266021142598,0.0024340432296813355
3.53285113507141,0.0025446791742582305
3.53285113507141,0.0026553181468568763
3.53304205871684,0.002765954555480456
3.53323298236228,0.002876589154768141
3.53323298236228,0.002987226433807776
3.53342390600771,0.0030978599563254144
3.53361482965314,0.0032084973590277475
3.53361482965314,0.003319136098739355
3.53361482965314,0.0034297724189839684
3.53380575329857,0.0035404095114394394
3.533996676944,0.003651044637930406
3.533996676944,0.003761681427832219
3.53418760058944,0.0038723179984828642
3.53437852423487,0.003982955653961286
3.53437852423487,0.004093594724274955
3.53437852423487,0.004204225786685906
3.5345694478803,0.00431485807433571
3.53476037152573,0.0044254934784282475
3.53476037152573,0.004536127283663184
3.53495129517116,0.004646759966408675
3.53514221881659,0.004757398282633858
3.53514221881659,0.004868032892903711
3.53533314246203,0.004978666105417965
3.53533314246203,0.005089300192099226
3.53552406610746,0.005199935682289838
3.53552406610746,0.005310573299281007
3.53571498975289,0.0054212092585272775
3.53571498975289,0.0055318436237636924
3.53590591339832,0.0056424796915283725
3.53590591339832,0.005753116232420763
3.53590591339832,0.005863749982263905
3.53609683704375,0.005974386837778757
3.53628776068919,0.006085024973442391
3.53628776068919,0.006195658774270774
3.53628776068919,0.006306291839609349
3.53647868433462,0.00641692303494147
3.53666960798005,0.0065275601811777394
3.53666960798005,0.006638196500996851
3.53666960798005,0.006748832174910001
3.53686053162548,0.006859470340723207
3.53686053162548,0.006970105710697618
3.53705145527091,0.0070807399177650965
3.53705145527091,0.007191375039399995
3.53724237891635,0.007302009904091128
3.53724237891635,0.007412649631587222
3.53743330256178,0.0075232862988662795
3.53743330256178,0.007633924252598998
3.53762422620721,0.007744561568737586
3.53762422620721,0.007855201317646861
3.53781514985264,0.007965835350572268
3.53781514985264,0.008076471297959508
3.53800607349807,0.008187103968733228
3.53800607349807,0.008297739711709636
3.5381969971435,0.008408375122817169
3.5381969971435,0.008519010775740323
